datetime,open,high,low,close
2021-12-02,57221.98047,57421.03906,55845.0,56521.46094
2021-12-01,56981.37891,59112.94141,56480.39062,57221.17969
2021-11-30,57838.05859,59244.98828,55921.69141,56949.67188
2021-11-29,57311.82031,58900.0,56749.75,57838.05859
2021-11-28,54758.75,57475.92188,53333.0,57321.91016
2021-11-27,53757.66016,55314.39062,53644.89844,54763.5
2021-11-26,58998.98828,59194.0,53534.42969,53794.28125
2021-11-25,57162.64844,59444.44141,57046.17969,58984.23047
2021-11-24,57569.83984,57602.44922,55900.21094,57158.58984
2021-11-23,56283.32031,57882.10938,55413.66016,57548.44922
2021-11-22,58731.32812,59369.48828,55661.32031,56287.48828
2021-11-21,59760.76172,60057.75,58545.73047,58659.78906
2021-11-20,58122.16016,59900.0,57427.69922,59760.76953
2021-11-19,56898.0,58410.05078,55639.73047,58119.73047
2021-11-18,60350.60156,60965.03125,56520.21094,56912.44141
2021-11-17,60106.89844,60824.37891,58448.26172,60345.23828
2021-11-16,63624.58984,63624.58984,58692.48828,60103.21094
2021-11-15,65509.46094,66338.5,63437.28906,63629.17969
2021-11-14,64400.01172,65509.44922,63612.46094,65505.01953
2021-11-13,64144.42188,64970.55859,63394.17188,64403.21094
2021-11-12,64807.73047,65475.0,62300.01953,64147.89844
2021-11-11,64912.19922,65599.99219,64134.23828,64840.83984
2021-11-10,66944.67188,68997.75781,62800.0,64953.80859
2021-11-09,67557.84375,68549.97656,66277.85938,66942.15625
2021-11-08,63309.12891,67786.79688,63309.12891,67556.99219
2021-11-07,61539.30078,63327.96094,61397.85938,63309.12109
2021-11-06,61006.14062,61595.0,60126.25,61539.30859
2021-11-05,61443.30078,62619.28125,60777.0,61010.87891
2021-11-04,62937.96094,63114.14062,60744.69141,61448.53125
2021-11-03,63258.73047,63560.94922,60211.42969,62931.17969
2021-11-02,60949.53906,64296.89844,60678.69922,63261.10938
2021-11-01,61349.92969,62500.0,59527.94922,60974.05078
2021-10-31,61892.41016,62424.19922,60019.14844,61345.10156
2021-10-30,62275.71094,62371.21094,60767.12109,61886.94141
2021-10-29,60598.69141,62970.35938,60214.62109,62289.46875
2021-10-28,58455.46875,62375.80078,57970.87891,60608.16016
2021-10-27,60337.62109,61488.0,58111.28125,58451.26172
2021-10-26,63083.55078,63290.46094,59839.64844,60310.82031
2021-10-25,60850.85156,63724.10938,60655.35938,63079.35156
2021-10-24,61300.01953,61491.94922,59522.89062,60854.48047
2021-10-23,60687.64062,61750.0,59674.64062,61304.71875
2021-10-22,62194.53125,63717.85938,60006.14844,60696.71875
2021-10-21,66021.21094,66649.97656,62055.0,62233.44922
2021-10-20,64300.01172,66992.0,63542.48828,66037.90625
2021-10-19,62043.98828,64487.30859,61393.87891,64302.23047
2021-10-18,61532.96875,62643.03906,59933.48828,62039.28125
2021-10-17,60877.42188,61703.64844,59000.0,61529.96094
2021-10-16,61691.26953,62349.98828,60144.05078,60881.01172
2021-10-15,57356.23047,62875.42969,56875.92188,61695.12891
2021-10-14,57367.32031,58498.0,56864.46875,57356.46094
2021-10-13,56005.10156,57756.01953,54284.48828,57374.96875
2021-10-12,57487.44141,57657.94141,53945.98047,56005.07812
2021-10-11,54690.53125,57826.66016,54445.19922,57504.58984
2021-10-10,54978.0,56496.53125,54134.87891,54710.55859
2021-10-09,53963.53125,55483.5,53689.44141,54957.25
2021-10-08,53798.26172,56100.0,53641.78906,53955.87109
2021-10-07,55346.94141,55352.01953,53389.0,53796.19922
2021-10-06,51504.42969,55747.82031,50428.92969,55342.62891
2021-10-05,49245.51953,51906.23047,49059.07031,51487.94922
2021-10-04,48233.98828,49500.0,46916.69922,49235.33984
2021-10-03,47657.69141,49225.62109,47126.07812,48231.80859
2021-10-02,48165.75,48343.80078,47451.0,47662.42969
2021-10-01,43824.42969,48490.0,43289.03125,48166.23047
2021-09-30,41519.85938,44110.17188,41413.87891,43824.44141
2021-09-29,41026.07031,42596.58984,40782.33984,41517.10938
2021-09-28,42171.76172,42779.98828,40900.0,41042.82812
2021-09-27,43172.17188,44365.87891,42117.01172,42176.28906
2021-09-26,42705.51172,43933.42969,40803.0,43182.89062
2021-09-25,42840.73047,42992.23047,41693.42188,42706.19922
2021-09-24,44888.12891,45167.30859,40710.0,42840.71875
2021-09-23,43575.10156,44999.98828,43099.0,44897.60938
2021-09-22,40736.60156,44028.64062,40573.07812,43575.08984
2021-09-21,43012.96875,43625.94922,39606.42188,40727.89062
2021-09-20,47254.12109,47346.0,42504.0,43013.82031
2021-09-19,48313.01172,48379.19141,46865.89062,47251.60938
2021-09-18,47302.96875,48809.0,47053.85938,48314.55859
2021-09-17,47754.23047,48167.98828,46763.62109,47301.23047
2021-09-16,48144.03125,48499.98828,47039.69141,47753.16016
2021-09-15,47121.21875,48460.69141,46712.07031,48148.12109
2021-09-14,44947.71875,47273.37109,44718.01953,47130.89844
2021-09-13,46034.28906,46865.85938,43468.64062,44947.69141
2021-09-12,45171.82812,46439.62891,44755.0,46024.21875
2021-09-11,44851.44922,45987.96875,44730.28906,45169.64844
2021-09-10,46394.37891,47032.78906,44190.23047,44851.44922
2021-09-09,46059.94141,47397.85156,45548.80859,46390.05859
2021-09-08,46894.5,47377.19922,44444.0,46077.10938
2021-09-07,52698.80859,52931.21094,43036.0,46871.48047
2021-09-06,51789.14062,52785.35156,51026.87891,52699.67188
2021-09-05,49940.44141,51905.05078,49507.53906,51794.01172
2021-09-04,50025.0,50558.73828,49418.01953,49941.46875
2021-09-03,49279.37109,51051.16016,48355.69141,50025.0
2021-09-02,48839.85938,50385.39062,48627.23047,49273.51953
2021-09-01,47110.32812,49097.01953,46537.82812,48839.87891
2021-08-31,46993.71094,48249.98828,46710.10938,47120.01172
2021-08-30,48802.57812,48906.51172,46869.89844,46996.82031
2021-08-29,48942.94141,49662.82031,47809.19141,48802.57812
2021-08-28,49082.05078,49309.66016,48395.01172,48934.62109
2021-08-27,46851.46875,49176.33984,46366.62109,49085.37109
2021-08-26,48987.32812,49355.14062,46319.0,46846.55859
2021-08-25,47682.44141,49261.69141,47130.25,48991.01953
2021-08-24,49504.53125,49875.89844,47614.37109,47703.78125
2021-08-23,49284.37891,50505.0,49058.96875,49521.26953
2021-08-22,48867.01953,49525.0,48102.89062,49286.78906
2021-08-21,49342.39844,49819.32812,48297.07812,48872.41016
2021-08-20,46765.87109,49381.01953,46645.82812,49339.14062
2021-08-19,44709.10156,47038.10156,43977.0,46765.76172
2021-08-18,44671.57812,46033.92188,44220.01953,44703.51953
2021-08-17,45903.21094,47171.01953,44425.94922,44689.87109
2021-08-16,47014.48828,48067.98828,45676.92188,45918.0
2021-08-15,47109.64062,47385.51953,45531.05078,47013.19141
2021-08-14,47833.64062,48152.87891,46044.26953,47109.64844
2021-08-13,44428.41016,47902.96094,44250.75,47833.26172
2021-08-12,45537.64062,46223.94922,43788.82812,44426.69141
2021-08-11,45595.64844,46778.60938,45352.98828,45567.39062
2021-08-10,46280.0,46700.0,44663.51953,45595.66016
2021-08-09,43829.66016,46495.41016,42834.44922,46285.48828
2021-08-08,44626.0,45353.98828,43310.0,43836.80859
2021-08-07,42869.57812,44749.98047,42488.80078,44639.48828
2021-08-06,40888.73828,43389.82031,39886.55078,42869.60156
2021-08-05,39718.91016,41423.01172,37327.46094,40892.01953
2021-08-04,38184.01953,39956.87109,37517.0,39729.98828
2021-08-03,39149.64844,39780.0,37635.19141,38193.17188
2021-08-02,39859.19141,40459.67969,38690.01172,39153.92188
2021-08-01,41487.96875,42595.42969,39452.14062,39864.98047
2021-07-31,42224.87891,42395.62109,41065.82812,41488.44141
2021-07-30,40039.44141,42300.0,38354.80859,42241.14844
2021-07-29,40035.10156,40644.83984,39283.57812,40041.78125
2021-07-28,39482.28906,40910.03125,38815.32031,40020.21875
2021-07-27,37262.76953,39530.92969,36415.0,39488.78125
2021-07-26,35428.25,40558.05078,35259.35156,37253.28125
2021-07-25,34365.28906,35445.23047,33888.89062,35428.25
